0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,Label
0.30983632802963257,0.33478420972824097,0.3416069746017456,0.32744118571281433,0.38675516843795776,0.29366809129714966,0.4496811032295227,0.2790495455265045,0.5069965124130249,0.2807992100715637,0.3349141776561737,0.1004122644662857,0.5087324380874634,0.12465161085128784,0.6005590558052063,0.17675873637199402,0.6557902097702026,0.2155171036720276,0.33649584650993347,0.051119767129421234,0.534439742565155,0.06560389697551727,0.6274455785751343,0.125442236661911,0.6849867105484009,0.17853116989135742,0.35661014914512634,0.041266053915023804,0.5446895360946655,0.052074261009693146,0.6342929005622864,0.11314599215984344,0.6887539029121399,0.1663701832294464,0.3883648216724396,0.061558835208415985,0.5423290133476257,0.08528617024421692,0.6207450032234192,0.12856902182102203,0.6702990531921387,0.1621728390455246,0
0.2953491806983948,0.28412407636642456,0.3672548532485962,0.23455938696861267,0.4272550344467163,0.18904435634613037,0.5084090828895569,0.1863047480583191,0.5785002112388611,0.20357316732406616,0.34605854749679565,0.05619209259748459,0.506587564945221,0.06542110443115234,0.5912156105041504,0.11625714600086212,0.6522914171218872,0.1527697890996933,0.3316081166267395,0.0426492765545845,0.5183013677597046,0.05620172992348671,0.6063134074211121,0.11815731227397919,0.6653711795806885,0.16478228569030762,0.333033949136734,0.05805914103984833,0.513439953327179,0.06550328433513641,0.6020036935806274,0.12014245241880417,0.6613916754722595,0.1623629629611969,0.35088980197906494,0.09486649930477142,0.4873714745044708,0.09526818245649338,0.5631452798843384,0.12653110921382904,0.6191418170928955,0.15229575335979462,0
0.3532198667526245,0.30620574951171875,0.37559354305267334,0.33397606015205383,0.3949607014656067,0.341688871383667,0.4109150171279907,0.36255475878715515,0.3984827995300293,0.40074220299720764,0.4301207363605499,0.12207570672035217,0.6026812791824341,0.18178871273994446,0.6809877753257751,0.24310359358787537,0.7317448854446411,0.29154905676841736,0.45748892426490784,0.05244694650173187,0.6442757248878479,0.10130693763494492,0.7140529155731201,0.18709035217761993,0.7541274428367615,0.2593093514442444,0.4865745007991791,0.026478059589862823,0.663011372089386,0.07077078521251678,0.7274585366249084,0.15655601024627686,0.7604111433029175,0.22809313237667084,0.5152877569198608,0.031910136342048645,0.6469837427139282,0.08006110787391663,0.7022290825843811,0.14593221247196198,0.7345581650733948,0.19728276133537292,0
0.45146268606185913,0.667722225189209,0.5892022848129272,0.5860729813575745,0.6610069870948792,0.44531339406967163,0.7263895869255066,0.326788067817688,0.7286255359649658,0.19080355763435364,0.40287765860557556,0.28411954641342163,0.4448549747467041,0.1144159808754921,0.581447958946228,0.11549581587314606,0.6657825112342834,0.18752560019493103,0.3452404737472534,0.2836298644542694,0.41533881425857544,0.07286004722118378,0.5819408297538757,0.08668763935565948,0.67561274766922,0.17573043704032898,0.3067757189273834,0.29938361048698425,0.37546849250793457,0.09233608841896057,0.5481340885162354,0.1084483340382576,0.6430321335792542,0.18533988296985626,0.2921856939792633,0.34241458773612976,0.38343504071235657,0.17517460882663727,0.5240703821182251,0.1709645539522171,0.6124573349952698,0.22257128357887268,0
0.4113738536834717,0.8100981116294861,0.5917683839797974,0.6218224763870239,0.6309152841567993,0.45251935720443726,0.6956897974014282,0.3340011239051819,0.7443907260894775,0.24102884531021118,0.27380964159965515,0.3342342972755432,0.4128163158893585,0.07873517274856567,0.590650200843811,0.07154899835586548,0.7165285348892212,0.13316814601421356,0.24491797387599945,0.3567580580711365,0.4205160439014435,0.046188950538635254,0.63337641954422,0.06684531271457672,0.7485359311103821,0.1506604552268982,0.28271597623825073,0.3840639591217041,0.4417782127857208,0.07295690476894379,0.6488569974899292,0.09383684396743774,0.7499237656593323,0.17303600907325745,0.3804587721824646,0.4193778932094574,0.5168666243553162,0.1863606870174408,0.6605681777000427,0.18111813068389893,0.7416548728942871,0.23110923171043396,0
0.370802104473114,0.8216843605041504,0.569485604763031,0.6195518374443054,0.6236172914505005,0.44424495100975037,0.6960720419883728,0.3310146629810333,0.7548469305038452,0.24603544175624847,0.2624928653240204,0.32188552618026733,0.4213367998600006,0.08354997634887695,0.5998110771179199,0.07505598664283752,0.7282316088676453,0.12990505993366241,0.2326883226633072,0.34486374258995056,0.43962788581848145,0.05348491668701172,0.6486148834228516,0.07586658000946045,0.7655201554298401,0.16204747557640076,0.2681056261062622,0.3765716254711151,0.45160090923309326,0.0852515697479248,0.6563425064086914,0.1036621630191803,0.7627924084663391,0.18367169797420502,0.36213961243629456,0.41484782099723816,0.5186852216720581,0.19441074132919312,0.6651022434234619,0.1846981644630432,0.75394606590271,0.22862789034843445,0
0.35630002617836,0.7940021753311157,0.5437405109405518,0.643587589263916,0.606071412563324,0.4910649061203003,0.6920931935310364,0.38597169518470764,0.761260986328125,0.30120640993118286,0.27850502729415894,0.3118385076522827,0.45445215702056885,0.07215327024459839,0.632508397102356,0.09349904954433441,0.7462512254714966,0.17518004775047302,0.24864402413368225,0.32847750186920166,0.46225273609161377,0.04633757472038269,0.6715588569641113,0.09854425489902496,0.7720587253570557,0.19763189554214478,0.28578507900238037,0.3617990016937256,0.48886746168136597,0.08021463453769684,0.6914503574371338,0.13213521242141724,0.7777881622314453,0.2281751036643982,0.3792078495025635,0.4139094948768616,0.5401939153671265,0.19859960675239563,0.6842679381370544,0.21554923057556152,0.7569110989570618,0.28326040506362915,0
0.449783593416214,0.7759160399436951,0.604070246219635,0.6433133482933044,0.6657530665397644,0.47450557351112366,0.741911768913269,0.3500617742538452,0.7504332661628723,0.21919022500514984,0.3849461078643799,0.30895307660102844,0.45237696170806885,0.12163946032524109,0.611797034740448,0.10311554372310638,0.7366978526115417,0.1526356339454651,0.3318473696708679,0.3216628432273865,0.3962845206260681,0.08441503345966339,0.6004579663276672,0.06189797818660736,0.7424182295799255,0.12059324979782104,0.29766178131103516,0.34752357006073,0.3736740052700043,0.11167237162590027,0.577341616153717,0.10292945802211761,0.7002723217010498,0.1603371500968933,0.30437248945236206,0.3932625651359558,0.42296433448791504,0.20600150525569916,0.5853232145309448,0.18686987459659576,0.6982269287109375,0.22172802686691284,0
0.41324207186698914,0.8529834747314453,0.6004533767700195,0.6247037649154663,0.6617509126663208,0.45376187562942505,0.7450683116912842,0.32830876111984253,0.7658147215843201,0.22988766431808472,0.2404073029756546,0.28169459104537964,0.4578075110912323,0.09375125169754028,0.63434898853302,0.10876616835594177,0.7486395835876465,0.17264539003372192,0.2060519903898239,0.2880399525165558,0.4696541130542755,0.04801635444164276,0.6622723340988159,0.08492810279130936,0.7762987613677979,0.17988231778144836,0.23738549649715424,0.31212353706359863,0.4895894229412079,0.06821863353252411,0.6776331663131714,0.11181142926216125,0.7781801223754883,0.2003292590379715,0.32360392808914185,0.3522107005119324,0.5310885906219482,0.17253369092941284,0.6675151586532593,0.19072842597961426,0.7562846541404724,0.24806293845176697,0
0.4112543761730194,0.860478401184082,0.6047834157943726,0.622604489326477,0.665858268737793,0.4463503360748291,0.7531777620315552,0.31552544236183167,0.7818063497543335,0.20277275145053864,0.24620994925498962,0.28297024965286255,0.44696593284606934,0.08458945155143738,0.6243994832038879,0.09959795325994492,0.7358266115188599,0.17064505815505981,0.21151797473430634,0.29135656356811523,0.4595619738101959,0.04111577570438385,0.6512905955314636,0.08221100270748138,0.7602747678756714,0.1812601536512375,0.2416563183069229,0.3149946928024292,0.4736933708190918,0.059446126222610474,0.6644353866577148,0.10181481391191483,0.7656400203704834,0.19400937855243683,0.32632577419281006,0.3547206521034241,0.5200217366218567,0.16782277822494507,0.6585996150970459,0.18511945009231567,0.7492320537567139,0.24681198596954346,0
